created,text,retwc,hashtag,followers,friends
2017-12-06 11:54:47,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,49,225
2017-12-06 11:53:45,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,102,959
2017-12-06 11:53:44,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,573,1101
2017-12-06 11:53:15,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,724,1060
2017-12-06 11:53:12,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,4154,495
2017-12-06 11:53:09,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,294,99
2017-12-06 11:53:04,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,1000,1503
2017-12-06 11:52:20,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,37,109
2017-12-06 11:51:55,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,1282,809
2017-12-06 11:50:57,b'RT @iScrew: 20. ignored their difficulties after demonetisation and GST. Rajkot Market Yard has long been lobbying with Rupani government f\xe2\x80\xa6',26,None,1071,494
2017-12-06 11:50:42,"b""RT @VKwuthoo: Legendary financial analyst Gary Shilling's Nov. 2017 issue of Insight, lauds PM @narendramodi 's efforts in demonetisation &amp;\xe2\x80\xa6""",22,None,9,73
2017-12-06 11:50:30,b'RT @DrSaniaMaan: Deen Dayal Upadhyay Ittefaq Yojna:\n\n1) All malfunctioned EVMs voting for BJP.\n\n2) ED raided Mahesh Shah just before he was\xe2\x80\xa6',334,None,301,406
2017-12-06 11:50:01,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,2320,550
2017-12-06 11:48:26,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,1097,92
2017-12-06 11:47:44,b'RT @rkbnow: As if demonetisation was not enough!\nNow we could LOSE all our hard earned money deposited in banks. \nThis new Nightmarish Law\xe2\x80\xa6',29,None,301,406
2017-12-06 11:47:27,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,41158,9571
2017-12-06 11:47:20,b'RT @GreatGameIndia: So our our nationalist leaders are in London begging the Queen to clean River Ganga through her Crown companies Vedanta\xe2\x80\xa6',21,None,592,2724
2017-12-06 11:47:04,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,316,567
2017-12-06 11:46:19,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,3128,2050
2017-12-06 11:45:53,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,101,148
2017-12-06 11:45:51,b'RT @rkbnow: As if demonetisation was not enough!\nNow we could LOSE all our hard earned money deposited in banks. \nThis new Nightmarish Law\xe2\x80\xa6',29,None,20357,1530
2017-12-06 11:45:51,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,547,264
2017-12-06 11:45:23,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,128,176
2017-12-06 11:45:09,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,488,1722
2017-12-06 11:44:01,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,153,283
2017-12-06 11:43:27,"b'RT INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, FitchRatings confirm that the\xe2\x80\xa6 https://t.co/2dYfmmBqTo'",0,demonetisation,281,231
2017-12-06 11:43:18,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,81,942
2017-12-06 11:43:18,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,6785,5844
2017-12-06 11:43:13,"b'RT @WithCongAssamNE: INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, FitchRatings confirm that the margin\xe2\x80\xa6'",5,demonetisation,851,800
2017-12-06 11:42:40,b'RT @rkbnow: As if demonetisation was not enough!\nNow we could LOSE all our hard earned money deposited in banks. \nThis new Nightmarish Law\xe2\x80\xa6',29,None,762,151
2017-12-06 11:42:37,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,141,92
2017-12-06 11:42:21,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,69,303
2017-12-06 11:42:18,b'The on ground desperation of BJP are clear signs of its forthcoming defeat.PM has conveniently not using #AchheDin\xe2\x80\xa6 https://t.co/Q0ywaT6y13',0,AchheDin,405,1458
2017-12-06 11:41:40,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,193,92
2017-12-06 11:41:09,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,212,104
2017-12-06 11:40:54,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,292,133
2017-12-06 11:40:25,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,256,899
2017-12-06 11:40:15,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,3232,287
2017-12-06 11:40:08,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,12357,409
2017-12-06 11:39:42,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,129,25
2017-12-06 11:39:40,b'RT @Haaris95: @HardikPatel_ When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\xe2\x80\xa6',5,None,61,112
2017-12-06 11:38:50,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,2584,291
2017-12-06 11:38:49,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,967,322
2017-12-06 11:38:46,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,917,637
2017-12-06 11:38:37,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,134,135
2017-12-06 11:38:31,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,1792,274
2017-12-06 11:38:22,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,3066,1130
2017-12-06 11:38:15,b'RT @Haaris95: @HardikPatel_ When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\xe2\x80\xa6',5,None,1845,1524
2017-12-06 11:37:57,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,373,190
2017-12-06 11:37:49,b'Debit card ll get boost as RBI ll put a limit on merchant discount rate(MDR). Inflation target raised to 4.3-4.7% 4\xe2\x80\xa6 https://t.co/KwcuK4Li11',0,None,10,45
2017-12-06 11:37:43,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,144,205
2017-12-06 11:37:27,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,527,94
2017-12-06 11:37:27,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,1755,1367
2017-12-06 11:37:21,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,308,256
2017-12-06 11:37:13,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,399,695
2017-12-06 11:37:13,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,517,737
2017-12-06 11:37:11,"b'After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, FitchRatings confirm that the marginal reco\xe2\x80\xa6 https://t.co/fVtWoD0Fgu'",0,demonetisation,1073,17
2017-12-06 11:37:00,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,77,109
2017-12-06 11:36:26,b'RT @CaptAjayYadav: All country eyes are focused on Gujarat in the coming elections on 9 and 14 December as to how PM Modi will taste his de\xe2\x80\xa6',11,None,706,769
2017-12-06 11:36:12,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,135,479
2017-12-06 11:36:03,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,3811,304
2017-12-06 11:35:32,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,502,70
2017-12-06 11:35:17,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,6470,1357
2017-12-06 11:35:17,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,89,75
2017-12-06 11:35:16,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,640,1459
2017-12-06 11:34:53,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,502,70
2017-12-06 11:34:43,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,1067,639
2017-12-06 11:34:34,b'@INCIndia @FitchRatings Well India will recover in the right path not the crony path Congress took India.. Demoneti\xe2\x80\xa6 https://t.co/A4EKoik5tY',0,None,57,244
2017-12-06 11:34:09,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,32,21
2017-12-06 11:34:08,"b'After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, FitchRatings confirm that the marginal reco\xe2\x80\xa6 https://t.co/8Dq4tp0fz1'",0,demonetisation,2591,236
2017-12-06 11:34:06,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,1365,4518
2017-12-06 11:33:47,"b'RT @TathagatINC: Modi ji spent two percent of India\'s GDP in implementing demonetisation, now he wants to celebrate it too,"" Rahul Gandhi\xe2\x80\xa6'",12,None,2,29
2017-12-06 11:33:37,b'RT @rkbnow: As if demonetisation was not enough!\nNow we could LOSE all our hard earned money deposited in banks. \nThis new Nightmarish Law\xe2\x80\xa6',29,None,245,100
2017-12-06 11:33:25,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,55,142
2017-12-06 11:33:22,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,88,125
2017-12-06 11:33:17,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,2095,1933
2017-12-06 11:33:17,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,129,448
2017-12-06 11:33:04,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,69,79
2017-12-06 11:32:55,"b'RT @AbdulKadirNSUI: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, FitchRatings confirm that the marginal recovery\xe2\x80\xa6'",2,demonetisation,558,1003
2017-12-06 11:32:48,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,144,99
2017-12-06 11:32:28,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,226,188
2017-12-06 11:32:26,"b'After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, FitchRatings confirm that the marginal reco\xe2\x80\xa6 https://t.co/YEFaeaQMhH'",3,demonetisation,3851,481
2017-12-06 11:32:26,"b'After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, FitchRatings confirm that the marginal reco\xe2\x80\xa6 https://t.co/z79YRrA6vK'",2,demonetisation,3708,851
2017-12-06 11:32:22,"b'INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, FitchRatings confirm that the mar\xe2\x80\xa6 https://t.co/89Jd6FY3Ba'",5,demonetisation,2591,184
2017-12-06 11:32:15,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,236,338
2017-12-06 11:32:08,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,144,99
2017-12-06 11:31:44,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,1202,314
2017-12-06 11:31:38,"b'After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, FitchRatings confirm that the marginal reco\xe2\x80\xa6 https://t.co/xPGFmcKIU2'",1,demonetisation,6560,2908
2017-12-06 11:31:34,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,306,90
2017-12-06 11:30:37,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,1063,418
2017-12-06 11:30:37,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,117,317
2017-12-06 11:30:33,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,259,2364
2017-12-06 11:30:28,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,1530,290
2017-12-06 11:30:25,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,104,364
2017-12-06 11:30:23,"b'After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, FitchRatings confirm that the marginal reco\xe2\x80\xa6 https://t.co/D0D5vxlUMS'",0,demonetisation,2504,532
2017-12-06 11:30:12,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,4900,286
2017-12-06 11:30:02,"b'After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal rec\xe2\x80\xa6 https://t.co/Nzo6wA3Y6g'",301,demonetisation,3378278,2364
2017-12-06 11:29:41,"b""RT @VKwuthoo: Legendary financial analyst Gary Shilling's Nov. 2017 issue of Insight, lauds PM @narendramodi 's efforts in demonetisation &amp;\xe2\x80\xa6""",22,None,2,15
2017-12-06 11:29:36,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,573,333
2017-12-06 11:29:03,b'RT @harishbakshi30: Demonetisation powers cashless route; electronic toll payments jump after note ban - The Financial Express https://t.co\xe2\x80\xa6',5,None,12031,1351
2017-12-06 11:28:48,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,272,88
2017-12-06 11:28:44,b'RT @GreatGameIndia: So our our nationalist leaders are in London begging the Queen to clean River Ganga through her Crown companies Vedanta\xe2\x80\xa6',21,None,2499,2636
2017-12-06 11:27:58,b'@JAMILAHMEDKANSA @OfficeOfRG @INCIndia @yadavakhilesh @INCGujarat @PMOIndia i do not believe tht demonetisation &amp; G\xe2\x80\xa6 https://t.co/l86GZswOLu',1,None,2149,3157
2017-12-06 11:27:54,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,749,908
2017-12-06 11:27:05,b'Why the Current Rate of Economic Growth Is a Flawed Indicator of Ground Realities ?https://t.co/2yzKTrtaUX via @thewire_in',1,None,3447,80
2017-12-06 11:26:44,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,325,460
2017-12-06 11:26:06,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,817,1929
2017-12-06 11:25:53,b'Dr. Raghuram Rajan speaks on Demonetisation disaster.View video at\xc2\xa0https://t.co/Dlxltp7Vq5 #Demonetisation... https://t.co/Ve64Shh4ma',0,Demonetisation,2064,45
2017-12-06 11:25:35,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,155,124
2017-12-06 11:23:38,"b'RT @TathagatINC: Modi ji spent two percent of India\'s GDP in implementing demonetisation, now he wants to celebrate it too,"" Rahul Gandhi\xe2\x80\xa6'",12,None,6542,7118
2017-12-06 11:23:19,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,496,1221
2017-12-06 11:23:14,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,172,768
2017-12-06 11:23:03,b'RT @priyankac19: Agree people of Gujarat are pragmatic&amp;calculative but they also understand that despite sending their own man as the PM of\xe2\x80\xa6',299,None,46,97
2017-12-06 11:22:48,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,200,355
2017-12-06 11:22:40,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,1067,639
2017-12-06 11:22:32,"b'RT @TathagatINC: Modi ji spent two percent of India\'s GDP in implementing demonetisation, now he wants to celebrate it too,"" Rahul Gandhi\xe2\x80\xa6'",12,None,0,41
2017-12-06 11:22:18,"b'RT @CBRE_India: One year into #Demonetisation, @AnshumanMagzine talk about its impact on the #RealEstate sector: https://t.co/pvODzfoJ20  (\xe2\x80\xa6'",4,Demonetisation,8,91
2017-12-06 11:21:33,b'RT @Haaris95: @HardikPatel_ When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\xe2\x80\xa6',5,None,1210,1939
2017-12-06 11:20:25,"b'RT @KapilSibalteam: People of Gujarat are intelligent and they understand that despite sending their own man as the PM of India, all he did\xe2\x80\xa6'",13,None,200,355
2017-12-06 11:20:00,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,387,180
2017-12-06 11:18:18,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,18,90
2017-12-06 11:18:14,b'RT @AadhaarLies: @_PrivacyRight @_GroundReality @AadhaarLaw @digitalindialaw @ScrapAadhaar @_CEPHRC @_PTLB @Praveen_Dalal @advocategeeta If\xe2\x80\xa6',10,None,0,0
2017-12-06 11:18:05,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,723,222
2017-12-06 11:17:29,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,10,82
2017-12-06 11:17:13,b'This article says Govt. wants to use your bnk deposits for save failing banks cud have wider impact than\xe2\x80\xa6 https://t.co/Gi0gL32I9k',2,None,416,404
2017-12-06 11:14:36,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,58,143
2017-12-06 11:12:51,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,524,341
2017-12-06 11:12:20,b'RT @ANI: I invoke memories of more than 100 people who lost their lives while standing in queues as a result of demonetisation. I say with\xe2\x80\xa6',1000,None,923,1582
2017-12-06 11:12:15,"b'RT @t_d_h_nair: Number of terrorism related incidents also will b checked. This will give an idea, how scared Pakistan is of a \xe2\x80\x9cStrong and\xe2\x80\xa6'",19,None,128,47
2017-12-06 11:11:46,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,4136,1514
2017-12-06 11:11:40,"b'RT @TathagatINC: Modi ji spent two percent of India\'s GDP in implementing demonetisation, now he wants to celebrate it too,"" Rahul Gandhi\xe2\x80\xa6'",12,None,183,216
2017-12-06 11:11:02,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,59,50
2017-12-06 11:09:45,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,437,434
