created,text,retwc,hashtag,followers,friends
2017-12-06 13:15:58,b'Demonetisation powers cashless route; electronic toll payments jump after note ban https://t.co/JT6jHpJolH via Dail\xe2\x80\xa6 https://t.co/4XCLMyECxV',0,None,308,370
2017-12-06 13:15:36,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,456,2050
2017-12-06 13:15:34,"b'RT @pawanbansal_chd: Despite voting for their own CM as PM of India, Gujaratis got nothing in return except terribly exacting and harassmen\xe2\x80\xa6'",17,None,94,1120
2017-12-06 13:15:18,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,131,254
2017-12-06 13:15:14,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,580,562
2017-12-06 13:14:43,"b'RT @pawanbansal_chd: Despite voting for their own CM as PM of India, Gujaratis got nothing in return except terribly exacting and harassmen\xe2\x80\xa6'",17,None,75,414
2017-12-06 13:14:43,b'RT @GreatGameIndia: So our our nationalist leaders are in London begging the Queen to clean River Ganga through her Crown companies Vedanta\xe2\x80\xa6',21,None,296,302
2017-12-06 13:14:11,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,1685,4236
2017-12-06 13:13:53,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,2936,2555
2017-12-06 13:13:12,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,1021,80
2017-12-06 13:12:53,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,451,488
2017-12-06 13:12:39,"b'RT @pawanbansal_chd: Despite voting for their own CM as PM of India, Gujaratis got nothing in return except terribly exacting and harassmen\xe2\x80\xa6'",17,None,95,310
2017-12-06 13:11:57,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,55391,5032
2017-12-06 13:11:43,b'RT @KPadmaRani1: Every Indian Must Watch\nLoot Loot and Loot Govt.... \n#Demonetisation part 2\n#BJPMoneyLaunderingScam https://t.co/AqdnVM5oDQ',23,Demonetisation,592,608
2017-12-06 13:11:35,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,197,445
2017-12-06 13:11:15,b'@fsociety_in @Narende78585159 @OfficeOfRG Demonetisation is a sure stroke against crooks. Then the crooks thought t\xe2\x80\xa6 https://t.co/GG1hjVjHkK',0,None,36,12
2017-12-06 13:11:03,"b'Despite voting for their own CM as PM of India, Gujaratis got nothing in return except terribly exacting and harass\xe2\x80\xa6 https://t.co/sxOzJA9xVI'",17,None,6653,95
2017-12-06 13:10:59,b'RT @KPadmaRani1: Every Indian Must Watch\nLoot Loot and Loot Govt.... \n#Demonetisation part 2\n#BJPMoneyLaunderingScam https://t.co/AqdnVM5oDQ',23,Demonetisation,200,355
2017-12-06 13:10:33,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,2030,519
2017-12-06 13:08:24,b'RT @KPadmaRani1: Every Indian Must Watch\nLoot Loot and Loot Govt.... \n#Demonetisation part 2\n#BJPMoneyLaunderingScam https://t.co/AqdnVM5oDQ',23,Demonetisation,425,260
2017-12-06 13:07:40,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,164,177
2017-12-06 13:07:28,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,191,115
2017-12-06 13:06:51,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,43,47
2017-12-06 13:06:33,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,254,1864
2017-12-06 13:06:25,b'Bitcoin may have surged faster after #demonetisation https://t.co/ok23EYIDQl via @qzindia',0,demonetisation,87,22
2017-12-06 13:06:17,b'RT @CNBCTV18News: @FinMinIndia @BJPShivPShukla @TheOfficialSBI @SEWABharat @GrameenFdn @oxigenwallet @NSEIndia @ICICIBank @KarnatakaBank @I\xe2\x80\xa6',6,None,545,412
2017-12-06 13:06:11,"b""RT @i_me_my5elf: Kapil Sibal has ensured that EVM's can be hacked in an aggressive way as all of a sudden Gujaratis forgot Naliya Rape, Une\xe2\x80\xa6""",10,None,162,30
2017-12-06 13:06:08,"b'RT @aartic02: While the Nation stood in Bank Queues, Weddings got Disrupted, 100 people died Due to #Demonetisation \n**Adanis, Ambanis were\xe2\x80\xa6'",205,Demonetisation,13361,12296
2017-12-06 13:05:35,b'RT @KPadmaRani1: Every Indian Must Watch\nLoot Loot and Loot Govt.... \n#Demonetisation part 2\n#BJPMoneyLaunderingScam https://t.co/AqdnVM5oDQ',23,Demonetisation,2825,4919
2017-12-06 13:05:08,b'RT @KPadmaRani1: Every Indian Must Watch\nLoot Loot and Loot Govt.... \n#Demonetisation part 2\n#BJPMoneyLaunderingScam https://t.co/AqdnVM5oDQ',23,Demonetisation,372,245
2017-12-06 13:04:37,b'RT @KPadmaRani1: Every Indian Must Watch\nLoot Loot and Loot Govt.... \n#Demonetisation part 2\n#BJPMoneyLaunderingScam https://t.co/AqdnVM5oDQ',23,Demonetisation,42,16
2017-12-06 13:04:32,b'RT @CNBCTV18News: @FinMinIndia @BJPShivPShukla @TheOfficialSBI @SEWABharat @GrameenFdn @oxigenwallet @NSEIndia @ICICIBank @KarnatakaBank @I\xe2\x80\xa6',2,None,545,412
2017-12-06 13:04:13,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,123,76
2017-12-06 13:04:03,b'RT @DrSaniaMaan: Deen Dayal Upadhyay Ittefaq Yojna:\n\n1) All malfunctioned EVMs voting for BJP.\n\n2) ED raided Mahesh Shah just before he was\xe2\x80\xa6',334,None,135,479
2017-12-06 13:03:49,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,85,146
2017-12-06 13:03:14,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,62,664
2017-12-06 13:03:04,"b""@Narende78585159 @ttsuren @OfficeOfRG Not sure if they'd have carried out an act as mindless as demonetisation. But\xe2\x80\xa6 https://t.co/Ge12SsPThX""",0,None,84,431
2017-12-06 13:02:59,b'Get to understand the demonetisation perfectly #DecadeofDisruptions https://t.co/KMNmvPfXI3',0,DecadeofDisruptions,18391,1866
2017-12-06 13:02:01,b'RT @KPadmaRani1: Every Indian Must Watch\nLoot Loot and Loot Govt.... \n#Demonetisation part 2\n#BJPMoneyLaunderingScam https://t.co/AqdnVM5oDQ',23,Demonetisation,1436,1639
2017-12-06 13:01:54,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,5263,2314
2017-12-06 13:01:46,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,690,196
2017-12-06 13:01:33,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,841,105
2017-12-06 13:01:23,b'Is that Fake currency of #Gujurat now got changed due to #Demonetisation https://t.co/6LyZFQYR1y',0,Gujurat,405,1458
2017-12-06 13:01:01,b'If you think finding Christmas presents for your other half if difficult because they\xe2\x80\x99re vague about most stuff the\xe2\x80\xa6 https://t.co/dMf6P96zBw',0,None,1215,300
2017-12-06 13:00:48,b'RT @priyankac19: Agree people of Gujarat are pragmatic&amp;calculative but they also understand that despite sending their own man as the PM of\xe2\x80\xa6',299,None,6651,3141
2017-12-06 13:00:48,"b""RT @ANI: Congress party's protest on one year anniversary of #Demonetisation, near Delhi's Connaught Place, Sharad Yadav also takes part ht\xe2\x80\xa6""",95,Demonetisation,101,86
2017-12-06 13:00:47,b'Every Indian Must Watch\nLoot Loot and Loot Govt.... \n#Demonetisation part 2\n#BJPMoneyLaunderingScam https://t.co/AqdnVM5oDQ',23,Demonetisation,10804,1344
2017-12-06 13:00:45,"b""RT @ANI: Congress party's protest on one year anniversary of #Demonetisation, near Delhi's Connaught Place https://t.co/Vi0Nq5Gc1R""",246,Demonetisation,101,86
2017-12-06 13:00:36,b'Why the Current Rate of Economic Growth Is a Flawed Indicator of Ground Realities https://t.co/uZ7kK1nBuB via @thewire_in',0,None,108,42
2017-12-06 13:00:21,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,429,885
2017-12-06 13:00:18,b'RT @priyankac19: Agree people of Gujarat are pragmatic&amp;calculative but they also understand that despite sending their own man as the PM of\xe2\x80\xa6',299,None,5297,290
2017-12-06 13:00:04,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,592,608
2017-12-06 12:59:58,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,263,598
2017-12-06 12:58:46,"b'RT @dhruv_rathee: GDP Growth rate has increased a bit to 6.3%\n\nThat means, demonizing effect of Demonetisation Masterstroke is wearing off.\xe2\x80\xa6'",319,None,19,33
2017-12-06 12:57:02,b'@JamieTLD @YouTube There\xe2\x80\x99s literally nothing in the tags or title that warrant demonetisation so what else could it be?',0,None,1457,557
2017-12-06 12:56:31,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,167,244
2017-12-06 12:56:04,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,2239,932
2017-12-06 12:55:33,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,592,608
2017-12-06 12:55:12,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,81,274
2017-12-06 12:55:00,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,43427,224
2017-12-06 12:54:57,b'RT @DrSaniaMaan: Deen Dayal Upadhyay Ittefaq Yojna:\n\n1) All malfunctioned EVMs voting for BJP.\n\n2) ED raided Mahesh Shah just before he was\xe2\x80\xa6',334,None,61,158
2017-12-06 12:54:36,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,12076,1787
2017-12-06 12:54:23,b'RT @rkbnow: As if demonetisation was not enough!\nNow we could LOSE all our hard earned money deposited in banks. \nThis new Nightmarish Law\xe2\x80\xa6',29,None,1535,454
2017-12-06 12:53:10,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,136,594
2017-12-06 12:53:09,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,93,319
2017-12-06 12:53:01,b'Effects of Demonetisation https://t.co/Zok5nzFnFy',0,None,978,989
2017-12-06 12:52:44,"b'We may well know about Demonetisation, which once created wave in our country #DecadeofDisruptions https://t.co/2w7iB8VMaD'",0,DecadeofDisruptions,6810,1032
2017-12-06 12:52:15,b'RT @Jaydrathsinhji: Tax compliance has increased after#demonetisation\n#BJP4Gujarat #halol #jaydrathsinhji https://t.co/m0zyPdN82O',3,BJP4Gujarat,1281,4992
2017-12-06 12:51:59,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,184,56
2017-12-06 12:51:24,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,214,90
2017-12-06 12:50:56,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,147,111
2017-12-06 12:50:33,b'RT @rkbnow: As if demonetisation was not enough!\nNow we could LOSE all our hard earned money deposited in banks. \nThis new Nightmarish Law\xe2\x80\xa6',29,None,259,361
2017-12-06 12:50:30,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,434,281
2017-12-06 12:50:09,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,3887,241
2017-12-06 12:49:56,"b""RT @i_me_my5elf: Kapil Sibal has ensured that EVM's can be hacked in an aggressive way as all of a sudden Gujaratis forgot Naliya Rape, Une\xe2\x80\xa6""",10,None,521,402
2017-12-06 12:49:54,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,212,449
2017-12-06 12:49:48,b'RT @Jaydrathsinhji: Tax compliance has increased after#demonetisation\n#BJP4Gujarat #halol #jaydrathsinhji https://t.co/m0zyPdN82O',3,BJP4Gujarat,489,204
2017-12-06 12:48:12,b'RT @Haaris95: @OfficeOfRG When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nW\xe2\x80\xa6',17,None,2,6
2017-12-06 12:46:54,b'RT @Haaris95: @OfficeOfRG When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nW\xe2\x80\xa6',17,None,6,29
2017-12-06 12:46:34,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,344,68
2017-12-06 12:46:26,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,50,808
2017-12-06 12:46:24,"b'RT @kukk44: \xe2\x80\x9cHe, Modi spent two percent of India\'s GDP in implementing demonetisation, now he wants to celebrate it too,"" Rahul Gandhi \n\n#\xe2\x80\xa6'",59,None,187,684
2017-12-06 12:46:02,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,787,490
2017-12-06 12:45:59,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,188,641
2017-12-06 12:45:58,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,288,538
2017-12-06 12:45:54,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,117,58
2017-12-06 12:45:48,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,2456,3915
2017-12-06 12:45:44,b'RBI said retail inflation reached at seven month-high last month!\nNo rate cut to boost growth.\nFear rise in inflati\xe2\x80\xa6 https://t.co/9Xh8tAZN8f',0,None,24,52
2017-12-06 12:45:23,b'RT @DrSaniaMaan: Deen Dayal Upadhyay Ittefaq Yojna:\n\n1) All malfunctioned EVMs voting for BJP.\n\n2) ED raided Mahesh Shah just before he was\xe2\x80\xa6',334,None,60,431
2017-12-06 12:45:19,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,117,58
2017-12-06 12:45:18,b'RT @AadhaarLies: @_PrivacyRight @_GroundReality @AadhaarLaw @digitalindialaw @ScrapAadhaar @_CEPHRC @_PTLB @Praveen_Dalal @advocategeeta If\xe2\x80\xa6',10,None,0,0
2017-12-06 12:44:52,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,53,242
2017-12-06 12:44:51,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,4381,3976
2017-12-06 12:44:40,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,76,1403
2017-12-06 12:44:39,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,53,242
2017-12-06 12:44:35,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,154,394
2017-12-06 12:44:23,"b""RT @i_me_my5elf: Kapil Sibal has ensured that EVM's can be hacked in an aggressive way as all of a sudden Gujaratis forgot Naliya Rape, Une\xe2\x80\xa6""",10,None,2041,2329
2017-12-06 12:43:35,"b'RT @vidyarthee: \xe2\x80\x9cOne year after #demonetisation: Credit growth across all sectors has slowed\xe2\x80\x94in agriculture, services, even personal loans.\xe2\x80\xa6'",110,demonetisation,372,460
2017-12-06 12:42:56,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,1202,295
2017-12-06 12:42:36,"b'RT @vidyarthee: ""#Demonetisation has hit employment hard: The recent decline in the labour force participation rate should be a matter of d\xe2\x80\xa6'",147,Demonetisation,372,460
2017-12-06 12:42:21,"b""RT @i_me_my5elf: Kapil Sibal has ensured that EVM's can be hacked in an aggressive way as all of a sudden Gujaratis forgot Naliya Rape, Une\xe2\x80\xa6""",10,None,364,248
2017-12-06 12:42:19,"b'RT @rssurjewala: Modiji &amp; Moodys \xe2\x80\x98\xe0\xa4\x9c\xe0\xa5\x8b\xe0\xa4\xa1\xe0\xa4\xbc\xe0\xa5\x80\xe2\x80\x99 have failed to gauge the \xe2\x80\x98Mood of the Nation\xe2\x80\x99. Hunger Deaths, Farmer\xe2\x80\x99s shootings, Agri Distress, J\xe2\x80\xa6'",931,None,372,460
2017-12-06 12:42:15,"b""RT @i_me_my5elf: Kapil Sibal has ensured that EVM's can be hacked in an aggressive way as all of a sudden Gujaratis forgot Naliya Rape, Une\xe2\x80\xa6""",10,None,306,328
2017-12-06 12:42:04,"b""RT @i_me_my5elf: Kapil Sibal has ensured that EVM's can be hacked in an aggressive way as all of a sudden Gujaratis forgot Naliya Rape, Une\xe2\x80\xa6""",10,None,9679,441
2017-12-06 12:41:35,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,931,90
2017-12-06 12:41:20,"b""Kapil Sibal has ensured that EVM's can be hacked in an aggressive way as all of a sudden Gujaratis forgot Naliya Ra\xe2\x80\xa6 https://t.co/DKvzexCJjr""",10,None,9679,441
2017-12-06 12:41:15,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,421,2116
2017-12-06 12:41:13,b'RT @CaptAjayYadav: All country eyes are focused on Gujarat in the coming elections on 9 and 14 December as to how PM Modi will taste his de\xe2\x80\xa6',11,None,2,126
2017-12-06 12:41:07,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,779,262
2017-12-06 12:41:05,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,46,99
2017-12-06 12:40:44,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,492,1487
2017-12-06 12:40:34,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,186,242
2017-12-06 12:40:14,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,621123,1019
2017-12-06 12:40:12,"b'RT @kukk44: \xe2\x80\x9cHe, Modi spent two percent of India\'s GDP in implementing demonetisation, now he wants to celebrate it too,"" Rahul Gandhi \n\n#\xe2\x80\xa6'",59,None,4350,1979
2017-12-06 12:40:11,"b'No, its @narendramodi ji for breaking the silence of Manmohan singh by Demonetisation n GST \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb https://t.co/AZV9LXgGdv'",0,None,89,597
2017-12-06 12:40:05,"b'RT @kukk44: \xe2\x80\x9cHe, Modi spent two percent of India\'s GDP in implementing demonetisation, now he wants to celebrate it too,"" Rahul Gandhi \n\n#\xe2\x80\xa6'",59,None,931,90
2017-12-06 12:39:41,b'RT @AnilThakur_: Why the Current Rate of Economic Growth Is a Flawed Indicator of Ground Realities ?https://t.co/2yzKTrtaUX via @thewire_in',1,None,1507,2371
2017-12-06 12:39:31,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,203,842
2017-12-06 12:39:05,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,410,136
2017-12-06 12:39:00,"b'RT @kukk44: \xe2\x80\x9cHe, Modi spent two percent of India\'s GDP in implementing demonetisation, now he wants to celebrate it too,"" Rahul Gandhi \n\n#\xe2\x80\xa6'",59,None,472,853
2017-12-06 12:38:57,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,1074,2119
2017-12-06 12:38:37,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,2754,213
2017-12-06 12:37:32,"b'RT @_digitalpayment: While People Of India Survived Ill Fated #Demonetisation, They Cannot Survive A Seizure Of Their #DigitalPayments On A\xe2\x80\xa6'",17,Demonetisation,247,194
2017-12-06 12:37:05,b'RT @DrSaniaMaan: Deen Dayal Upadhyay Ittefaq Yojna:\n\n1) All malfunctioned EVMs voting for BJP.\n\n2) ED raided Mahesh Shah just before he was\xe2\x80\xa6',334,None,65,1152
2017-12-06 12:36:55,"b'RT @narendramodi: Here are the benefits of demonetisation, encapsulated in this short film. Have a look. #AntiBlackMoneyDay https://t.co/rP\xe2\x80\xa6'",16740,AntiBlackMoneyDay,3098,5002
2017-12-06 12:36:47,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,204,745
2017-12-06 12:36:45,b'RT @CaptAjayYadav: All country eyes are focused on Gujarat in the coming elections on 9 and 14 December as to how PM Modi will taste his de\xe2\x80\xa6',11,None,33,308
2017-12-06 12:36:06,b'#Ayodhya #RamMandir \nIf Maszid built in conflict site again Demonetisation\nIf Built Temple may be better to India P\xe2\x80\xa6 https://t.co/Tj4j0KNNme',0,Ayodhya,2211,4822
2017-12-06 12:35:40,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,7530,3932
2017-12-06 12:35:13,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,3493,1104
2017-12-06 12:34:46,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,6470,1357
2017-12-06 12:34:40,"b'RT @INCIndia: After the self-inflicted wounds of #demonetisation and #GabbarSinghTax, @FitchRatings confirm that the marginal recovery of t\xe2\x80\xa6'",301,demonetisation,3724,534
